session_id,user,account,client_ip,target_ip,target_hostname,session_start,session_end,duration_sec,commands,event_types,raw_event_count,file_transfer_bytes,label,tactics,source,split,persona,ip_source,target_group,target_criticality,identity_is_synthetic,ip_is_synthetic,ts_is_synthetic,real_user,real_client_ip,real_target_ip,real_target_hostname,mitre,composition,attack_command_count,campaign_id,protocol,has_command_telemetry,start_time,end_time,duration_sec_feat,start_hour,off_hours_flag,is_weekend,command_count,unique_command_ratio,avg_command_length,command_entropy,flag_cred_access,flag_privesc,flag_persistence,flag_log_tamper,flag_recon,flag_exfil,new_source_ip_for_user,new_source_ip_globally,ip_foreign_to_user,distinct_source_ips_prior,distinct_source_ips_24h,source_ip_entropy
gen-cc259a1b240eb222a5571020,youssef,p_dev,10.20.10.137,10.10.20.12,db-prod-03,2026-06-29T09:03:52+00:00,2026-06-29T09:04:01.812031+00:00,9.81,"[""awk '/^user:/ {print $2, $3}' file.txt"", 'awk \'{print $1 "" "" $2}\' names.txt', 'cd', 'awk \'{print $1 "" "" $2}\' names.txt', ""grep 'localhost' /etc/hosts"", 'git', 'cd', ""grep 'config' *.conf"", 'awk \'$3 == ""yes"" || $3 == ""no""\' data.txt', 'awk \'{print $1 "" "" $2}\' names.txt', 'find /tmp -path ""*/old"" -prune -o -type f -print', 'git', ""awk '!/^#/' config.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",13,0,benign,[],generated,train,dev,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 09:03:52+00:00,2026-06-29 09:04:01.812031+00:00,9.81,9,0,0,13,0.6923076923076923,23.384615384615383,3.0269868333592873,0,0,0,0,0,0,0,0,0,16,2,1.0588753186069602
gen-a81ecb0243293809b6d8134f,reda,bastionsvc,10.99.234.227,10.10.50.27,backup-01,2026-06-04T11:09:54+00:00,2026-06-04T11:10:00.368482+00:00,6.37,"['cd /usr/share/vim', 'du -B 1Q', 'ls -ld *', 'cd /usr/share/vim', 'ls -lRhtr', 'du --time -h', 'systemctl']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",7,0,benign,[],generated,train,admin,vpn,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-04 11:09:54+00:00,2026-06-04 11:10:00.368482+00:00,6.37,11,0,0,7,0.8571428571428571,11.428571428571429,2.521640636343318,0,0,0,0,0,0,1,1,0,5,4,0.5069288897463284
gen-141c62a5cc9e577cd9e0c360,sara,bastionsvc,10.20.40.189,10.10.20.10,db-prod-01,2026-06-03T12:34:33+00:00,2026-06-03T12:34:40.357931+00:00,7.36,"['curl --version', 'curl --version', 'cd /lib', 'curl --version', 'curl --version', 'du -B 512T', 'curl --version', 'curl --version', 'curl --version', 'cd /usr/share/backgrounds']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",10,0,benign,[],generated,train,admin,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-03 12:34:33+00:00,2026-06-03 12:34:40.357931+00:00,7.36,12,0,0,10,0.4,14.0,1.3567796494470397,0,0,0,0,0,0,0,0,0,5,1,0.7103991510660049
gen-ab75cd390515f07a1ad7a950,mehdi,p_audit,10.20.30.26,10.10.50.27,backup-01,2026-06-18T13:51:02+00:00,2026-06-18T13:51:11.553812+00:00,9.55,"[""grep -E '^[0-9]+$' numbers.txt"", 'find /data -user root -a -group root', ""grep 'eth0' /var/log/syslog"", 'ls -la ~', ""grep ';$' script.sh"", ""grep -E 'error code [0-9]+' error.log"", 'find /home -perm -4000', 'find /home -perm -4000', 'last']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,auditor,home,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-18 13:51:02+00:00,2026-06-18 13:51:11.553812+00:00,9.55,13,0,0,9,0.8888888888888888,22.77777777777778,2.94770277922009,0,0,0,0,1,0,0,0,0,26,7,1.9163694058661993
gen-5bc3627b7133fe391cced8c3,sara,p_admin,10.20.40.189,10.10.50.27,backup-01,2026-06-22T10:24:55+00:00,2026-06-22T10:24:59.875508+00:00,4.88,"['curl --version', 'curl --version', 'ls -S | head -n 5', 'curl --version', 'curl --help', 'du -B 8K']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,admin,home,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-22 10:24:55+00:00,2026-06-22 10:24:59.875508+00:00,4.88,10,0,0,6,0.6666666666666666,13.0,1.792481250360578,0,0,0,0,0,0,0,0,0,42,5,1.3544517623128796
gen-4f8af73d05527dbffd49b301,sara,bastionsvc,10.20.40.189,10.10.50.27,backup-01,2026-06-22T10:16:08+00:00,2026-06-22T10:16:18.891149+00:00,10.89,"['curl --help', 'curl --help', 'curl --help', 'curl --help', 'cd /usr/local', 'free -l', 'curl --help', 'cd /usr/local', 'free -l -t', 'curl --help', 'df -h | sort -k 5 -h', 'free -l']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",12,0,benign,[],generated,train,admin,home,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-22 10:16:08+00:00,2026-06-22 10:16:18.891149+00:00,10.89,10,0,0,12,0.4166666666666667,11.333333333333334,1.9591479170272446,0,0,0,0,0,0,0,0,0,42,5,1.3577389400920001
gen-aed9b7bf719959f8870d537f,sara,bastionsvc,10.20.40.189,10.10.20.10,db-prod-01,2026-06-29T07:08:04+00:00,2026-06-29T07:08:08.916025+00:00,4.92,"['free -b -o', 'free -b -o', ""df -h | grep '/dev/sda'"", 'ls /etc/*.conf', 'ls /etc/*.conf', 'cd /var/log/nginx']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,admin,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 07:08:04+00:00,2026-06-29 07:08:08.916025+00:00,4.92,7,1,0,6,0.6666666666666666,14.666666666666666,1.9182958340544896,0,0,0,0,0,0,0,0,0,49,2,1.3434392458726736
gen-5f3a039387787ad4f517a8c0,nadia,p_dev,10.20.10.38,10.10.40.21,dev-04,2026-06-19T11:56:52+00:00,2026-06-19T11:56:58.054194+00:00,6.05,"[""awk '$3 ~ /pass/' file.txt"", 'find /data -regex "".*/2025/.*\\.txt""', ""awk '$3 ~ /pass/' file.txt"", 'find /tmp -type f -printf ""%p %s\\n""', ""grep -E 'error code [0-9]+' error.log"", ""awk 'END {print FILENAME, NR}' file.txt"", ""grep -E 'error code [0-9]+' error.log"", 'find /srv -size -10M -type f']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-19 11:56:52+00:00,2026-06-19 11:56:58.054194+00:00,6.05,11,0,0,8,0.75,32.875,2.5,0,0,0,0,0,0,0,0,0,21,4,1.1778633658350386
gen-ad7c1cc0b05ef9b0d9aaff59,mehdi,p_audit,10.20.30.26,10.10.50.28,mon-01,2026-06-18T12:25:00+00:00,2026-06-18T12:25:04.626136+00:00,4.63,"['uptime', 'find /srv -regex "".*/config.*""', 'ls -ltu /usr/lib', 'find /data -user root -a -group root', 'find /tmp -path ""*/old"" -prune -o -type f -print', ""grep 'ssh' /var/log/messages""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,auditor,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-18 12:25:00+00:00,2026-06-18 12:25:04.626136+00:00,4.63,12,0,0,6,1.0,27.333333333333332,2.584962500721156,0,0,0,0,0,0,0,0,0,26,7,1.9342035926597532
gen-f4b586e86f2347e00d7fdd1c,omar,p_dba,10.20.20.23,10.10.20.12,db-prod-03,2026-06-11T07:38:33+00:00,2026-06-11T07:38:36.341779+00:00,3.34,"['find /data -path ""*/backup"" -prune -o -type f -print', 'du -B 128K', 'du -B 16P', 'du -h --threshold=500M']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-11 07:38:33+00:00,2026-06-11 07:38:36.341779+00:00,3.34,7,1,0,4,1.0,23.25,2.0,0,0,0,0,0,0,0,0,0,18,5,0.8669236030703132
gen-ae97b714b3b449ff2c60f66d,amine,p_audit,10.20.30.162,10.10.40.18,dev-01,2026-06-02T12:05:21+00:00,2026-06-02T12:05:27.424695+00:00,6.42,"[""grep -l 'hostname' *"", ""grep 'localhost' /etc/hosts"", ""grep -l 'hostname' *"", 'w', ""grep 'TODO' *.py"", 'ls . ..', 'last']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",7,0,benign,[],generated,train,auditor,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-02 12:05:21+00:00,2026-06-02 12:05:27.424695+00:00,6.42,12,0,0,7,0.8571428571428571,13.571428571428571,2.521640636343318,0,0,0,0,1,0,0,0,0,8,8,2.3068905956085186
gen-1442354383911bf497154233,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-15T11:52:01+00:00,2026-06-15T11:52:07.929931+00:00,6.93,"['df -h --output=source,used,avail,pcent', 'df -h --output=source,used,avail,pcent', 'df /dev/sda1', 'df /dev/sda1', 'df -h --output=source,iavail', 'grep pattern file.txt | tail', 'du -B 256P', 'df -h --output=source,used']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-15 11:52:01+00:00,2026-06-15 11:52:07.929931+00:00,6.93,11,0,0,8,0.75,24.0,2.5,0,0,0,0,0,0,0,0,0,22,5,1.0551664099974123
gen-e3feb76d803a2a12a56e712f,omar,p_dba,10.20.20.23,10.10.20.12,db-prod-03,2026-06-15T10:40:34+00:00,2026-06-15T10:40:46.775607+00:00,12.78,"['du -h --exclude=""*/backup"" /opt', 'echo """" > ~/.bash_history', 'du -a --exclude=""/var/backup"" /var', 'du -h --exclude=""*/backup"" /opt', 'du -h --exclude=""*/backup"" /opt', 'du --time=ctime', 'du -h --exclude="".cache"" /home', 'find /tmp -type f -links -2', 'du -h --exclude="".cache"" /home', 'du --time=ctime', 'du -a --exclude=""/var/backup"" /var', 'find /data -type f -ls', 'du -h --exclude=""*/backup"" /opt', 'cat file.txt | grep pattern', 'du -a --exclude=""/var/backup"" /var']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",15,0,attack,['log_tamper'],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,['T1070.003'],buried,1,,SSH,1,2026-06-15 10:40:34+00:00,2026-06-15 10:40:46.775607+00:00,12.78,10,0,0,15,0.5333333333333333,27.8,2.7898980954642876,0,0,0,0,0,0,0,0,0,31,8,1.1999212049096148
gen-b5b3ecb55d61362d604e86b1,khadija,p_dev,10.20.10.193,10.10.30.16,web-stg-01,2026-06-29T11:43:03+00:00,2026-06-29T11:43:11.855956+00:00,8.86,"['python3', ""grep 'error' access.log"", 'find /data -mmin -60', 'git', 'cat -v file.txt', ""grep 'error' access.log"", 'find /tmp -not -newer /tmp/marker', ""grep 'error' access.log"", 'git']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dev,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 11:43:03+00:00,2026-06-29 11:43:11.855956+00:00,8.86,11,0,0,9,0.6666666666666666,16.666666666666668,2.4193819456463714,0,0,0,0,0,0,0,0,0,26,3,0.9758692806240783
gen-e6fdd7afdd84caccf6729464,ghita,p_dev,10.20.10.149,10.10.30.14,web-prod-01,2026-06-29T10:25:08+00:00,2026-06-29T10:25:12.376116+00:00,4.38,"['find /home -mtime -7 -a -type f', 'find /home -mtime -7 -a -type f', 'cat -n file.txt', 'find /home -mtime -7 -a -type f', 'gzip', 'python3']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 10:25:08+00:00,2026-06-29 10:25:12.376116+00:00,4.38,10,0,0,6,0.6666666666666666,19.833333333333332,1.792481250360578,0,0,0,0,0,0,0,0,0,26,3,2.0469112770099027
gen-7b217327edcb6f61c85840cd,sara,p_admin,10.20.40.189,10.10.50.27,backup-01,2026-06-30T13:41:19+00:00,2026-06-30T13:41:29.507503+00:00,10.51,"['curl --help', 'curl --help', 'cd /var/log/clamav', 'systemctl', ""df -h | grep '/home'"", 'df -h --output=source,fstype,itotal,iused,iavail,ipcent,size,used,avail,pcent,target', 'df -h --output=target,avail', 'curl --help', 'ls -Sr /usr/share', 'ls -Sr /usr/share', 'ls -Sr /usr/share', 'cd /var/log/Xorg.1.log', 'ls -Sr /usr/share']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",13,0,benign,[],generated,train,admin,home,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-30 13:41:19+00:00,2026-06-30 13:41:29.507503+00:00,10.51,13,0,0,13,0.6153846153846154,21.615384615384617,2.7192945256669794,0,0,0,0,0,0,0,0,0,55,5,1.3389797497604974
gen-444ee3f7d8dd0434c6aff3f5,omar,p_dba,10.20.10.36,10.10.20.12,db-prod-03,2026-07-02T05:33:56+00:00,2026-07-02T05:35:35.465351+00:00,99.47,"['du -a --max-depth=2 /etc', 'du -a --max-depth=2 /etc', '7z a -ttar -an -so /etc/passwd | 7z e -ttar -si -so', 'du --threshold=-10K /etc', 'du -h --threshold=500M', 'cat -E file.txt', 'du -h --exclude="".ssh"" /root', 'find /var -mindepth 2 -type f', 'find /var -mindepth 2 -type f', 'find /var -mindepth 2 -type f']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",10,0,attack,['cred_access'],generated,train,dba,wrong_team_subnet,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],buried,1,camp-42d9a2fb,SSH,1,2026-07-02 05:33:56+00:00,2026-07-02 05:35:35.465351+00:00,99.47,5,1,0,10,0.7,27.5,2.6464393446710157,1,0,0,0,0,0,0,0,0,58,3,1.2223788224110272
gen-f93ab96b541f14addb036113,leila,bastionsvc,10.20.40.166,10.10.50.28,mon-01,2026-06-19T11:36:13+00:00,2026-06-19T11:36:17.811801+00:00,4.81,"['free -b -w', 'cp', 'cd /var/log/fontconfig.log', 'cd /usr/local/etc', 'cp', 'cd /var/log/fontconfig.log']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,admin,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-19 11:36:13+00:00,2026-06-19 11:36:17.811801+00:00,4.81,11,0,0,6,0.6666666666666666,13.833333333333334,1.9182958340544896,0,0,0,0,0,0,0,0,0,48,5,2.2322946952823095
gen-fa585b278ce3e7c3f6eab3a0,ghita,p_dev,10.20.10.36,10.10.30.14,web-prod-01,2026-06-18T07:44:17+00:00,2026-06-18T07:44:24.098166+00:00,7.1,"['cat file.txt | unexpand', 'find /opt -fstype ext4', ""awk '{print NF}' file.txt"", ""awk 'NR % 2 == 0' file.txt"", ""awk '{print NF}' file.txt"", 'cat -E file.txt', ""grep '^#.*[0-9]\\+\\.[0-9]\\+\\.[0-9]\\+\\.[0-9]\\+' config.txt"", 'find /var -size +100M', 'find /opt -not -iname ""*.tmp""']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-18 07:44:17+00:00,2026-06-18 07:44:24.098166+00:00,7.1,7,1,0,9,0.8888888888888888,26.88888888888889,2.94770277922009,0,0,0,0,0,0,0,0,0,19,3,2.00457871697251
gen-e45402869dd976469d892032,youssef,p_dev,10.20.10.137,10.10.40.20,dev-03,2026-06-01T07:17:22+00:00,2026-06-01T07:17:27.991840+00:00,5.99,"['git', 'chmod', ""grep 'localhost' /etc/hosts"", ""grep 'alias' ~/.bashrc"", 'git', 'find /var -type f -a -size +1M', 'find /home -size -1k', ""grep '^#!/bin/bash' *.sh"", 'chmod']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-01 07:17:22+00:00,2026-06-01 07:17:27.991840+00:00,5.99,7,1,0,9,0.7777777777777778,15.444444444444445,2.725480556997868,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-f9eff871676dd09b2e11bbff,salma,p_audit,10.20.30.37,10.10.20.12,db-prod-03,2026-06-23T16:14:21+00:00,2026-06-23T16:14:29.852482+00:00,8.85,"['ls -lU', ""grep '^#.*[0-9]\\+\\.[0-9]\\+\\.[0-9]\\+\\.[0-9]\\+' config.txt"", 'ls -lU', 'cat /etc/logrotate.d/rsyslog', 'find /var -path ""*/cache"" -prune -o -type f -print', 'ls -ai', 'find /home -size 50M', 'find /tmp -size -100c', 'find /tmp -size -100c']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,auditor,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-23 16:14:21+00:00,2026-06-23 16:14:29.852482+00:00,8.85,16,0,0,9,0.7777777777777778,23.77777777777778,2.725480556997868,0,0,0,0,0,0,0,0,0,48,5,1.4791882179871563
gen-e5171e444360b1d63c549602,sara,bastionsvc,10.20.40.189,10.10.20.10,db-prod-01,2026-06-19T13:03:30+00:00,2026-06-19T13:03:40.691278+00:00,10.69,"['systemctl', 'curl --help', 'who', 'curl --help', 'systemctl', 'free -g -w', 'free -k -t', 'curl --help', 'du -h --max-depth=1 /var/log', 'ls -lh /', 'du --exclude=""*.log""']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,admin,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-19 13:03:30+00:00,2026-06-19 13:03:40.691278+00:00,10.69,13,0,0,11,0.7272727272727273,11.818181818181818,2.8453509366224368,0,0,0,0,1,0,0,0,0,37,3,1.286454755818826
gen-363b4a95a54d92b32c2d49ec,mehdi,p_audit,10.20.30.26,10.10.50.28,mon-01,2026-06-22T15:53:42+00:00,2026-06-22T15:53:46.933227+00:00,4.93,"['uptime', 'uptime', 'ls -ltur ~', 'ls -ld ~.*', 'ls -atur', 'uptime']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,auditor,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-22 15:53:42+00:00,2026-06-22 15:53:46.933227+00:00,4.93,15,0,0,6,0.6666666666666666,7.666666666666667,1.792481250360578,0,0,0,0,0,0,0,0,0,32,7,1.9630515766568397
gen-75a4f504a4b45cfef87e9dd3,reda,bastionsvc,10.20.40.74,10.10.30.17,web-stg-02,2026-06-19T10:32:13+00:00,2026-06-19T10:32:22.678535+00:00,9.68,"['ls -tr /opt', 'curl --version', 'curl --version', 'ls -tr /opt', 'ls -lU', 'cd scripts', 'cd scripts', 'df -ih', 'df -h --output=source,used', 'ls -lU', 'curl --version', 'ls -tr /opt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",12,0,benign,[],generated,train,admin,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-19 10:32:13+00:00,2026-06-19 10:32:22.678535+00:00,9.68,10,0,0,12,0.5,11.583333333333334,2.4591479170272446,0,0,0,0,0,0,0,0,0,22,2,0.920956969145691
gen-3f1837f110838487e84241ef,salma,p_audit,10.99.172.177,10.10.40.21,dev-04,2026-06-24T14:42:12+00:00,2026-06-24T14:42:16.300425+00:00,4.3,"['find /data -type b', 'cat /proc/meminfo', 'ls -l', 'find /home -path ""*/.git"" -prune -o -type f -print', 'find /data -type f -newermt ""2025-06-10""']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,auditor,vpn,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-24 14:42:12+00:00,2026-06-24 14:42:16.300425+00:00,4.3,14,0,0,5,1.0,26.0,2.321928094887362,0,0,0,0,0,0,1,1,0,49,3,1.4431492661162832
gen-1ecb3144b7e435e9c657f7e2,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-08T12:46:31+00:00,2026-06-08T12:46:35.767602+00:00,4.77,"['find /home -type f -print', 'find /home -type f -print', 'cat *.txt', 'cat /sys/class/net/eth0/speed', 'cat /sys/class/net/eth0/speed']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-08 12:46:31+00:00,2026-06-08 12:46:35.767602+00:00,4.77,12,0,0,5,0.6,23.4,1.5219280948873621,0,0,0,0,0,0,0,0,0,12,5,1.0903159917706304
gen-9bc8d6f60484a1b355c974a4,imane,p_dev,10.20.10.99,10.10.40.23,build-01,2026-06-30T11:54:36+00:00,2026-06-30T11:54:44.376872+00:00,8.38,"['find /tmp -type f -printf ""%p %s\\n""', 'touch', 'touch', 'find /tmp -type f -links -2', 'touch', 'tail -n 20 README.md', ""awk '{print $2, $0}' file.txt | sort -n"", ""awk '{sum += $2} END {print sum}' data.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,dev,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-30 11:54:36+00:00,2026-06-30 11:54:44.376872+00:00,8.38,11,0,0,8,0.75,22.25,2.4056390622295662,0,0,0,0,0,0,0,0,0,36,4,2.1119988027498557
